stage,epoch,train_loss,val_loss,val_auroc
1,1,1.3673298001289367,1.3534972017461604,0.6080241520937536
1,2,1.3393424706799644,1.3316501612756766,0.6260263774526523
1,3,1.3217165529727937,1.3367415502959608,0.6321759240393722
1,4,1.311671450308391,1.3227089581855054,0.6411350043120068
1,5,1.3006311331476483,1.3163898377920005,0.6408880774183834
2,1,1.2966531821659633,1.3137335524414524,0.6607618117050977
2,2,1.2887442333357675,1.3054736542404228,0.6677112963835873
2,3,1.283536320073264,1.3054592375661813,0.6828316553323454
2,4,1.2742314687797,1.298892952116628,0.6904611934023761
2,5,1.2723970557962145,1.29950271209506,0.6966490555001206
2,6,1.2636342542512076,1.2941378896886653,0.7023399532917294
2,7,1.2588152962071555,1.2962222441419986,0.7042544535326112
2,8,1.2580036699771882,1.293033946644176,0.6999701813821616
2,9,1.246896494286401,1.2946430302346241,0.7003776555700331
2,10,1.2508379144327981,1.2912419747541295,0.7001851165528005
2,11,1.2484436963285719,1.291117269300097,0.7012971932457058
2,12,1.2478109427860804,1.2911259167547107,0.6999187301604979
