stage,epoch,train_loss,val_loss,val_auroc
1,1,1.339303286586489,1.3283581312964945,0.6581097198712758
1,2,1.3164716141564505,1.3366311684436765,0.6641039957679434
1,3,1.3057594435555595,1.3150746605613015,0.664312692612147
1,4,1.2917585917881558,1.3145651983067315,0.6571062744711614
1,5,1.289095343862261,1.3119625539490671,0.6579831495447548
2,1,1.285325071641377,1.308348192463159,0.6711047374298522
2,2,1.2813249409198761,1.3036845763099385,0.6824511661096441
2,3,1.2737956804888588,1.3037548400926504,0.6916888106676468
2,4,1.2738549675260271,1.2983559614409312,0.6929499829882334
2,5,1.2694544434547423,1.2997427095066418,0.7009870132319953
2,6,1.2625527441501618,1.3005931443284116,0.7006511200406343
2,7,1.2617856775011336,1.2982490368705382,0.7012770216176163
2,8,1.2585256278514863,1.2988046154831394,0.7051924366579377
2,9,1.254890591757638,1.298633955379221,0.7040847807697114
2,10,1.2539422018187387,1.2986413758918776,0.7072515711813437
2,11,1.2513413369655608,1.2964882493656587,0.7096721539008282
2,12,1.252703447001321,1.2966957041286529,0.70839752850195
2,13,1.2521034615380424,1.2975517483743542,0.7093127631870378
2,14,1.2531047114304135,1.2970237668185312,0.7095445423141112
2,15,1.2474495777062007,1.2970623300674764,0.7074552285267846
