class,threshold
Atelectasis,0.6629056334495544
Cardiomegaly,0.6197014451026917
Consolidation,0.6929537057876587
Edema,0.634882926940918
Effusion,0.6285214424133301
Emphysema,0.6120778322219849
Fibrosis,0.5113505721092224
Hernia,0.40786394476890564
Infiltration,0.5350073575973511
Mass,0.707808792591095
Nodule,0.6550050973892212
Pleural_Thickening,0.6203341484069824
Pneumonia,0.5098711252212524
Pneumothorax,0.7411122918128967
