stage,epoch,train_loss,val_loss,val_auroc
1,1,1.3716588582311358,1.3225183975675314,0.6274459289775095
1,2,1.3413868861539022,1.3232404497218004,0.6601368848231077
1,3,1.3243069308144706,1.3070264574465693,0.6715221422983957
1,4,1.312327927350998,1.3005402710773515,0.6772698321128049
1,5,1.3039047139031545,1.2982128762943859,0.6787340215629408
2,1,1.3011378415993282,1.2940763936323278,0.7016506253984757
2,2,1.293630110366004,1.28601426895502,0.70634589051673
2,3,1.282462226493018,1.2844299398854029,0.7106706292553631
2,4,1.2770562776497432,1.2830285758258186,0.7173474917147304
2,5,1.2734249821731023,1.2813915683623942,0.7242199780705144
2,6,1.2667542755603791,1.2822892540491413,0.7241869022466407
2,7,1.2623528923307146,1.2795540778607184,0.7248032163991164
2,8,1.2575470890317644,1.2789545305697463,0.7261533728923543
2,9,1.2511296476636613,1.2757004816051898,0.7294650340698196
2,10,1.2555029017584665,1.2745032000244194,0.7314945277075162
2,11,1.2462456354073115,1.2750373001404625,0.7336621392351873
2,12,1.247019020148686,1.2749880205926198,0.7341441243479958
2,13,1.2479726263454982,1.2770094705775459,0.7319368267182261
2,14,1.2490196781499046,1.2755967863103286,0.7343092800654879
2,15,1.2441424650805337,1.2740465504600402,0.7358631148337358
