stage,epoch,train_loss,val_loss,val_auroc
1,1,1.363713332584926,1.3375396301402127,0.6288205311293956
1,2,1.3370282530784607,1.3196298204853785,0.6534847686224862
1,3,1.322749926362719,1.3134857173909478,0.6658935033726038
1,4,1.311855527332851,1.3003963155542466,0.6738967744107415
1,5,1.3012724501746042,1.2968447565394927,0.6775202825173766
2,1,1.2971674714769637,1.2914144176850344,0.6891734428644302
2,2,1.2875418194702692,1.2887108104964204,0.6995450831910907
2,3,1.282069284575326,1.2837680994720595,0.7058190796657461
2,4,1.27326751266207,1.2801780987550868,0.713554569662706
2,5,1.2680146830422538,1.2787285125191836,0.7068736912675936
2,6,1.2638402717454094,1.2795130205664405,0.7060558873085101
2,7,1.2579596204417092,1.2784138027571952,0.711398338550116
2,8,1.2542314265455519,1.2777289158520213,0.7116617262341866
2,9,1.2472348340920039,1.2767322399187002,0.7163309917645156
2,10,1.2483780801296234,1.2738219722707005,0.7203834223093848
2,11,1.244892988886152,1.2750166399593659,0.717790718988188
2,12,1.246475133725575,1.2735139936899331,0.7165043303218898
2,13,1.2401763600962503,1.273987834891321,0.7170338852188217
2,14,1.2438862553664616,1.275053854082145,0.7170903328337149
2,15,1.2430428096226283,1.275108967447876,0.7165199753306429
