stage,epoch,train_loss,val_loss,val_auroc
1,1,1.3347629513059343,1.3095769042849754,0.6339654581253541
1,2,1.3106734837804521,1.31246068834621,0.6615978795513487
1,3,1.301735201903752,1.3021501755331928,0.6690262347284601
1,4,1.2935899104390824,1.2958534996352307,0.6746054902789954
1,5,1.2871802874973841,1.2940259957271039,0.6750111099209708
2,1,1.289141126189913,1.288656935972326,0.6847911113935999
2,2,1.279829921041216,1.2858282756890418,0.6926528787961116
2,3,1.276179007121495,1.2820989465118517,0.6974923622373457
2,4,1.2708535219941821,1.281846585333241,0.7017208870382967
2,5,1.2670963151114327,1.2786237305285884,0.7070487418396288
2,6,1.2677837363311222,1.2773614375986517,0.7094036683196905
2,7,1.2624508108411516,1.276667807191451,0.7123522019566391
2,8,1.2575985542365482,1.273959024704714,0.7155041080251668
2,9,1.2575841060706547,1.2740636621992005,0.719199609571904
2,10,1.2579571979386466,1.274956160475651,0.7199998711824847
2,11,1.2560977791036878,1.2729702771453721,0.7222388250204491
2,12,1.2543005858148848,1.2731529000396185,0.7209833052848843
2,13,1.2517669473375592,1.2724521274872642,0.7231176602954772
2,14,1.2546286821365356,1.2728331669129151,0.7218127962147849
2,15,1.2498914318425314,1.2729079132624064,0.7250198184664208
