stage,epoch,train_loss,val_loss,val_auroc
1,1,1.370352953992864,1.3403137291178984,0.6132968541010587
1,2,1.3399706059886562,1.3436546784671233,0.6424848392694372
1,3,1.3229954076069657,1.3299703585272804,0.6526988047827749
1,4,1.310058771282114,1.323861150818075,0.6552794954866148
1,5,1.3032977433614834,1.316204491146108,0.6563063854622915
2,1,1.2970703737710112,1.3116082475784627,0.6610639652053253
2,2,1.285257864382959,1.3068960981573012,0.668428789252663
2,3,1.2769119502395712,1.3061284732053624,0.6759563552506288
2,4,1.2690988458612913,1.3036365419785607,0.6814219503914879
2,5,1.2649894747682797,1.3016569391291408,0.689444420293416
2,6,1.2576092917432067,1.2969819861937335,0.6918503549846962
2,7,1.2545247725261155,1.293977091656649,0.6976488511427662
2,8,1.249454136817686,1.2962841063259758,0.701815345639036
2,9,1.2447248889553932,1.2949652608065683,0.7036456328048646
2,10,1.2383287978428665,1.290625185252511,0.7089025170525982
2,11,1.2330065766970317,1.2860754766566231,0.7155654252271757
2,12,1.2274771082785823,1.2897051744920047,0.7117404612223559
2,13,1.2267786309283266,1.2868798454815054,0.7146376768260876
2,14,1.2186386335280635,1.2880477082920585,0.7120245018387278
2,15,1.2182271621560539,1.2861546934607195,0.7131865543753492
2,16,1.210666799417106,1.2844498304122272,0.7185824050323012
2,17,1.208590054383842,1.2864729931010281,0.7192930896792851
2,18,1.2110914459792517,1.2882538530278334,0.7182440370167761
2,19,1.2047359629343914,1.2860243339589572,0.7199921749368093
2,20,1.201280209325975,1.2880050543157813,0.7187923916622526
2,21,1.2012823897023355,1.2863034628291818,0.7199763998989803
2,22,1.1977453750948752,1.2886666639603395,0.7215843337466813
2,23,1.194638196499117,1.2864707140999043,0.7214746561135088
2,24,1.193152448182465,1.2907517236821793,0.7217173981191239
2,25,1.1936925745779468,1.2874857582510475,0.7197737129539702
2,26,1.1913799464061696,1.290395800442619,0.7198988237475641
2,27,1.1957840406766502,1.2873804205879171,0.720911982737818
2,28,1.1938756178784113,1.2886714750432713,0.7190090603660775
2,29,1.1935091704450629,1.2925195368853482,0.7205062433437884
2,30,1.1954194820055397,1.2900686111042206,0.7209289473601855
