image,condition,parse_ok,error,seconds,n_present,n_flagged,n_truth,n_unsupported_vs_clf,n_omit_vs_clf,n_unsupported_but_true,n_unsupported_and_false,unsupported_rate_vs_clf,omit_rate_vs_clf,n_false_vs_truth,precision_vs_truth,recall_vs_truth,normal_film_kept_clean,loc_agree,n_loc_checked
00028698_000.png,B,True,False,8.6,3,0,0,3,0,0,3,1.0,,3,0.0,,False,,0
00028698_000.png,C,True,False,9.3,4,0,0,4,0,0,4,1.0,,4,0.0,,False,,0
00030106_004.png,A,True,False,35.5,1,3,2,0,2,0,0,0.0,0.6667,0,1.0,0.5,,,0
00030106_004.png,B,True,False,10.5,4,3,2,1,0,0,1,0.25,0.0,2,0.5,1.0,,,0
00030106_004.png,C,True,False,9.7,3,3,2,0,0,0,0,0.0,0.0,1,0.6667,1.0,,1.0,3
00002290_003.png,A,True,False,34.6,0,0,1,0,0,0,0,0.0,,0,,0.0,,,0
00002290_003.png,B,True,False,11.4,6,0,1,6,0,0,6,1.0,,6,0.0,0.0,,,0
00002290_003.png,C,True,False,11.2,6,0,1,6,0,0,6,1.0,,6,0.0,0.0,,,0
00030635_002.png,A,True,False,31.9,1,1,2,1,1,0,1,1.0,1.0,1,0.0,0.0,,,0
00030635_002.png,B,True,False,13.9,6,1,2,5,0,0,5,0.8333,0.0,5,0.1667,0.5,,,0
00030635_002.png,C,True,False,14.7,6,1,2,5,0,0,5,0.8333,0.0,5,0.1667,0.5,,1.0,1
00013031_012.png,A,True,False,32.4,1,2,0,0,1,0,0,0.0,0.5,1,0.0,,False,,0
00013031_012.png,B,True,False,9.0,2,2,0,0,0,0,0,0.0,0.0,2,0.0,,False,,0
00013031_012.png,C,True,False,31.2,2,2,0,0,0,0,0,0.0,0.0,2,0.0,,False,1.0,2
00030091_000.png,A,True,False,29.7,0,0,0,0,0,0,0,0.0,,0,,,True,,0
00030091_000.png,B,True,False,8.8,3,0,0,3,0,0,3,1.0,,3,0.0,,False,,0
00030091_000.png,C,True,False,8.9,3,0,0,3,0,0,3,1.0,,3,0.0,,False,,0
00023176_018.png,A,True,False,34.6,7,2,2,7,2,2,5,1.0,1.0,5,0.2857,1.0,,,0
00023176_018.png,B,True,False,13.1,12,2,2,10,0,2,8,0.8333,0.0,10,0.1667,1.0,,,0
00023176_018.png,C,True,False,12.2,12,2,2,10,0,2,8,0.8333,0.0,10,0.1667,1.0,,1.0,2
00004381_039.png,A,True,False,33.4,1,0,0,1,0,0,1,1.0,,1,0.0,,False,,0
00004381_039.png,B,True,False,9.3,3,0,0,3,0,0,3,1.0,,3,0.0,,False,,0
00004381_039.png,C,True,False,9.1,3,0,0,3,0,0,3,1.0,,3,0.0,,False,,0
00015058_005.png,A,True,False,29.5,0,0,0,0,0,0,0,0.0,,0,,,True,,0
00015058_005.png,B,True,False,13.3,9,0,0,9,0,0,9,1.0,,9,0.0,,False,,0
00015058_005.png,C,True,False,13.6,9,0,0,9,0,0,9,1.0,,9,0.0,,False,,0
00029813_009.png,A,True,False,33.0,2,2,3,1,1,0,1,0.5,0.5,1,0.5,0.3333,,,0
00029813_009.png,B,True,False,9.4,2,2,3,0,0,0,0,0.0,0.0,0,1.0,0.6667,,,0
00029813_009.png,C,True,False,11.3,2,2,3,0,0,0,0,0.0,0.0,0,1.0,0.6667,,1.0,2
00008522_025.png,A,True,False,31.2,3,0,0,3,0,0,3,1.0,,3,0.0,,False,,0
00008522_025.png,B,True,False,8.7,6,0,0,6,0,0,6,1.0,,6,0.0,,False,,0
00008522_025.png,C,True,False,9.3,3,0,0,3,0,0,3,1.0,,3,0.0,,False,,0
00007735_041.png,A,True,False,30.1,1,1,1,0,0,0,0,0.0,0.0,1,0.0,0.0,,,0
00007735_041.png,B,True,False,8.7,2,1,1,1,0,0,1,0.5,0.0,2,0.0,0.0,,,0
00007735_041.png,C,True,False,8.7,2,1,1,1,0,0,1,0.5,0.0,2,0.0,0.0,,0.0,1
00018427_009.png,A,True,False,31.8,3,4,1,1,2,0,1,0.3333,0.5,3,0.0,0.0,,,0
00018427_009.png,B,True,False,10.3,5,4,1,1,0,0,1,0.2,0.0,5,0.0,0.0,,,0
00018427_009.png,C,True,False,11.8,4,4,1,0,0,0,0,0.0,0.0,4,0.0,0.0,,1.0,4
00022993_015.png,A,True,False,35.7,4,3,0,1,0,0,1,0.25,0.0,4,0.0,,False,,0
00022993_015.png,B,True,False,12.3,6,3,0,3,0,0,3,0.5,0.0,6,0.0,,False,,0
00022993_015.png,C,True,False,10.2,3,3,0,0,0,0,0,0.0,0.0,3,0.0,,False,1.0,3
00021670_027.png,A,True,False,29.5,3,1,3,2,0,1,1,0.6667,0.0,1,0.6667,0.6667,,,0
00021670_027.png,B,True,False,13.3,2,1,3,1,0,1,0,0.5,0.0,0,1.0,0.6667,,,0
00021670_027.png,C,True,False,14.0,8,1,3,7,0,2,5,0.875,0.0,5,0.375,1.0,,0.0,1
00011804_012.png,A,True,False,36.1,0,1,4,0,1,0,0,0.0,1.0,0,,0.0,,,0
00011804_012.png,B,True,False,13.3,6,1,4,5,0,1,4,0.8333,0.0,4,0.3333,0.5,,,0
00011804_012.png,C,True,False,16.4,5,1,4,4,0,1,3,0.8,0.0,3,0.4,0.5,,1.0,1
00029819_001.png,A,True,False,31.9,1,0,0,1,0,0,1,1.0,,1,0.0,,False,,0
00029819_001.png,B,True,False,9.4,4,0,0,4,0,0,4,1.0,,4,0.0,,False,,0
00029819_001.png,C,True,False,9.6,4,0,0,4,0,0,4,1.0,,4,0.0,,False,,0
00028774_012.png,A,True,False,31.3,2,2,1,2,2,0,2,1.0,1.0,2,0.0,0.0,,,0
00028774_012.png,B,True,False,13.2,8,2,1,6,0,0,6,0.75,0.0,8,0.0,0.0,,,0
00028774_012.png,C,True,False,9.7,4,2,1,2,0,0,2,0.5,0.0,4,0.0,0.0,,1.0,2
00010563_010.png,A,True,False,37.2,0,0,0,0,0,0,0,0.0,,0,,,True,,0
00010563_010.png,B,True,False,9.8,5,0,0,5,0,0,5,1.0,,5,0.0,,False,,0
00010563_010.png,C,True,False,10.4,5,0,0,5,0,0,5,1.0,,5,0.0,,False,,0
00016403_001.png,A,True,False,32.5,0,0,1,0,0,0,0,0.0,,0,,0.0,,,0
00016403_001.png,B,True,False,13.2,5,0,1,5,0,1,4,1.0,,4,0.2,1.0,,,0
00016403_001.png,C,True,False,9.8,5,0,1,5,0,1,4,1.0,,4,0.2,1.0,,,0
00016508_025.png,A,True,False,28.5,0,0,0,0,0,0,0,0.0,,0,,,True,,0
00016508_025.png,B,True,False,10.4,3,0,0,3,0,0,3,1.0,,3,0.0,,False,,0
00016508_025.png,C,True,False,9.7,4,0,0,4,0,0,4,1.0,,4,0.0,,False,,0
00010007_133.png,A,True,False,30.2,3,1,2,2,0,0,2,0.6667,0.0,2,0.3333,0.5,,,0
00010007_133.png,B,True,False,11.4,5,1,2,4,0,1,3,0.8,0.0,3,0.4,1.0,,,0
00010007_133.png,C,True,False,11.4,5,1,2,4,0,1,3,0.8,0.0,3,0.4,1.0,,1.0,1
00007498_000.png,A,True,False,28.1,0,1,1,0,1,0,0,0.0,1.0,0,,0.0,,,0
00007498_000.png,B,True,False,11.3,5,1,1,4,0,1,3,0.8,0.0,4,0.2,1.0,,,0
00007498_000.png,C,True,False,10.2,3,1,1,2,0,0,2,0.6667,0.0,3,0.0,0.0,,1.0,1
00015171_015.png,A,True,False,31.5,1,2,0,1,2,0,1,1.0,1.0,1,0.0,,False,,0
00015171_015.png,B,True,False,10.0,5,2,0,3,0,0,3,0.6,0.0,5,0.0,,False,,0
00015171_015.png,C,True,False,10.1,5,2,0,3,0,0,3,0.6,0.0,5,0.0,,False,1.0,2
00028876_000.png,A,True,False,35.6,3,2,3,2,1,1,1,0.6667,0.5,1,0.6667,0.6667,,,0
00028876_000.png,B,True,False,15.0,9,2,3,7,0,2,5,0.7778,0.0,6,0.3333,1.0,,,0
00028876_000.png,C,True,False,9.6,2,2,3,0,0,0,0,0.0,0.0,1,0.5,0.3333,,1.0,2
00021201_027.png,A,True,False,32.9,2,2,1,2,2,0,2,1.0,1.0,2,0.0,0.0,,,0
00021201_027.png,B,True,False,12.4,9,2,1,7,0,0,7,0.7778,0.0,8,0.1111,1.0,,,0
00021201_027.png,C,True,False,11.2,4,2,1,2,0,0,2,0.5,0.0,3,0.25,1.0,,1.0,2
00030104_000.png,A,True,False,29.9,0,1,0,0,1,0,0,0.0,1.0,0,,,True,,0
00030104_000.png,B,True,False,9.1,3,1,0,2,0,0,2,0.6667,0.0,3,0.0,,False,,0
00030104_000.png,C,True,False,9.4,3,1,0,2,0,0,2,0.6667,0.0,3,0.0,,False,0.0,1
00029579_006.png,A,True,False,34.4,0,0,1,0,0,0,0,0.0,,0,,0.0,,,0
00029579_006.png,B,True,False,13.3,5,0,1,5,0,1,4,1.0,,4,0.2,1.0,,,0
00029579_006.png,C,True,False,14.6,8,0,1,8,0,1,7,1.0,,7,0.125,1.0,,,0
00026818_024.png,A,True,False,31.2,2,3,0,1,2,0,1,0.5,0.6667,2,0.0,,False,,0
00026818_024.png,B,True,False,11.6,6,3,0,3,0,0,3,0.5,0.0,6,0.0,,False,,0
00026818_024.png,C,True,False,10.8,4,3,0,1,0,0,1,0.25,0.0,4,0.0,,False,1.0,3
00026810_016.png,A,True,False,30.7,4,5,0,3,4,0,3,0.75,0.8,4,0.0,,False,,0
00026810_016.png,B,True,False,12.5,7,5,0,3,1,0,3,0.4286,0.2,7,0.0,,False,,0
00026810_016.png,C,True,False,10.8,5,5,0,0,0,0,0,0.0,0.0,5,0.0,,False,1.0,5
00021796_010.png,A,True,False,29.4,2,3,0,0,1,0,0,0.0,0.3333,2,0.0,,False,,0
00021796_010.png,B,True,False,10.8,4,3,0,1,0,0,1,0.25,0.0,4,0.0,,False,,0
00021796_010.png,C,True,False,9.9,4,3,0,1,0,0,1,0.25,0.0,4,0.0,,False,1.0,3
00026911_008.png,A,True,False,32.0,0,1,2,0,1,0,0,0.0,1.0,0,,0.0,,,0
00026911_008.png,B,True,False,12.7,8,1,2,7,0,2,5,0.875,0.0,6,0.25,1.0,,,0
00026911_008.png,C,True,False,11.0,7,1,2,6,0,2,4,0.8571,0.0,5,0.2857,1.0,,1.0,1
00008841_001.png,A,True,False,31.0,2,2,0,2,2,0,2,1.0,1.0,2,0.0,,False,,0
00008841_001.png,B,True,False,10.4,5,2,0,3,0,0,3,0.6,0.0,5,0.0,,False,,0
00008841_001.png,C,True,False,10.1,3,2,0,1,0,0,1,0.3333,0.0,3,0.0,,False,1.0,2
00025707_009.png,A,True,False,29.6,2,3,1,1,2,0,1,0.5,0.6667,2,0.0,0.0,,,0
00025707_009.png,B,True,False,9.6,3,3,1,0,0,0,0,0.0,0.0,3,0.0,0.0,,,0
00025707_009.png,C,True,False,11.1,3,3,1,0,0,0,0,0.0,0.0,3,0.0,0.0,,1.0,3
00009574_024.png,A,True,False,30.5,0,1,4,0,1,0,0,0.0,1.0,0,,0.0,,,0
00009574_024.png,B,True,False,9.5,4,1,4,3,0,0,3,0.75,0.0,3,0.25,0.25,,,0
00009574_024.png,C,True,False,9.9,4,1,4,3,0,0,3,0.75,0.0,3,0.25,0.25,,1.0,1
00004461_017.png,A,True,False,30.7,2,3,0,1,2,0,1,0.5,0.6667,2,0.0,,False,,0
00004461_017.png,B,True,False,10.9,5,3,0,2,0,0,2,0.4,0.0,5,0.0,,False,,0
00004461_017.png,C,True,False,10.0,5,3,0,2,0,0,2,0.4,0.0,5,0.0,,False,0.6667,3
00029104_000.png,A,True,False,31.2,2,0,0,2,0,0,2,1.0,,2,0.0,,False,,0
00029104_000.png,B,True,False,13.7,7,0,0,7,0,0,7,1.0,,7,0.0,,False,,0
00029104_000.png,C,True,False,12.1,7,0,0,7,0,0,7,1.0,,7,0.0,,False,,0
00000181_017.png,A,True,False,31.1,5,1,1,4,0,0,4,0.8,0.0,4,0.2,1.0,,,0
00000181_017.png,B,True,False,11.4,8,1,1,7,0,0,7,0.875,0.0,7,0.125,1.0,,,0
00000181_017.png,C,True,False,10.8,6,1,1,5,0,0,5,0.8333,0.0,5,0.1667,1.0,,0.0,1
00029143_000.png,A,True,False,29.0,0,0,0,0,0,0,0,0.0,,0,,,True,,0
00029143_000.png,B,True,False,8.9,4,0,0,4,0,0,4,1.0,,4,0.0,,False,,0
00029143_000.png,C,True,False,9.2,4,0,0,4,0,0,4,1.0,,4,0.0,,False,,0
00015843_005.png,A,True,False,28.8,0,0,0,0,0,0,0,0.0,,0,,,True,,0
00015843_005.png,B,True,False,10.1,4,0,0,4,0,0,4,1.0,,4,0.0,,False,,0
00015843_005.png,C,True,False,12.0,2,0,0,2,0,0,2,1.0,,2,0.0,,False,,0
00019766_009.png,A,True,False,29.0,0,1,0,0,1,0,0,0.0,1.0,0,,,True,,0
00019766_009.png,B,True,False,8.6,2,1,0,1,0,0,1,0.5,0.0,2,0.0,,False,,0
00019766_009.png,C,True,False,8.8,4,1,0,3,0,0,3,0.75,0.0,4,0.0,,False,1.0,1
00013111_016.png,A,True,False,30.7,1,3,2,0,2,0,0,0.0,0.6667,1,0.0,0.0,,,0
00013111_016.png,B,True,False,9.8,5,3,2,2,0,0,2,0.4,0.0,3,0.4,1.0,,,0
00013111_016.png,C,True,False,10.4,5,3,2,2,0,0,2,0.4,0.0,3,0.4,1.0,,1.0,3
00021796_011.png,A,True,False,29.9,2,3,1,0,1,0,0,0.0,0.3333,1,0.5,1.0,,,0
00021796_011.png,B,True,False,10.5,4,3,1,1,0,0,1,0.25,0.0,3,0.25,1.0,,,0
00021796_011.png,C,True,False,10.1,4,3,1,1,0,0,1,0.25,0.0,3,0.25,1.0,,1.0,3
00009845_026.png,A,True,False,35.0,1,3,1,0,2,0,0,0.0,0.6667,1,0.0,0.0,,,0
00009845_026.png,B,True,False,10.5,3,3,1,0,0,0,0,0.0,0.0,2,0.3333,1.0,,,0
00009845_026.png,C,True,False,9.5,3,3,1,0,0,0,0,0.0,0.0,2,0.3333,1.0,,1.0,3
00028509_006.png,A,True,False,31.0,3,4,0,1,2,0,1,0.3333,0.5,3,0.0,,False,,0
00028509_006.png,B,True,False,10.5,6,4,0,2,0,0,2,0.3333,0.0,6,0.0,,False,,0
00028509_006.png,C,True,False,9.8,4,4,0,0,0,0,0,0.0,0.0,4,0.0,,False,1.0,4
00004893_058.png,A,True,False,32.1,1,0,0,1,0,0,1,1.0,,1,0.0,,False,,0
00004893_058.png,B,True,False,9.0,2,0,0,2,0,0,2,1.0,,2,0.0,,False,,0
00004893_058.png,C,True,False,8.7,2,0,0,2,0,0,2,1.0,,2,0.0,,False,,0
00012045_039.png,A,True,False,30.7,2,1,1,1,0,0,1,0.5,0.0,1,0.5,1.0,,,0
00012045_039.png,B,True,False,9.9,4,1,1,3,0,0,3,0.75,0.0,3,0.25,1.0,,,0
00012045_039.png,C,True,False,9.7,4,1,1,3,0,0,3,0.75,0.0,3,0.25,1.0,,1.0,1
00005801_005.png,A,True,False,29.3,1,0,1,1,0,0,1,1.0,,1,0.0,0.0,,,0
00005801_005.png,B,True,False,11.3,6,0,1,6,0,1,5,1.0,,5,0.1667,1.0,,,0
00005801_005.png,C,True,False,12.3,6,0,1,6,0,1,5,1.0,,5,0.1667,1.0,,,0
00030797_000.png,A,True,False,29.0,0,0,0,0,0,0,0,0.0,,0,,,True,,0
00030797_000.png,B,True,False,8.6,2,0,0,2,0,0,2,1.0,,2,0.0,,False,,0
00030797_000.png,C,True,False,8.6,2,0,0,2,0,0,2,1.0,,2,0.0,,False,,0
00018055_015.png,A,True,False,30.9,4,3,2,2,1,0,2,0.5,0.3333,3,0.25,0.5,,,0
00018055_015.png,B,True,False,9.5,4,3,2,1,0,0,1,0.25,0.0,2,0.5,1.0,,,0
00018055_015.png,C,True,False,10.0,3,3,2,0,0,0,0,0.0,0.0,1,0.6667,1.0,,1.0,3
00026848_033.png,A,True,False,31.7,5,3,0,3,1,0,3,0.6,0.3333,5,0.0,,False,,0
00026848_033.png,B,True,False,13.5,7,3,0,4,0,0,4,0.5714,0.0,7,0.0,,False,,0
00026848_033.png,C,True,False,8.7,6,3,0,3,0,0,3,0.5,0.0,6,0.0,,False,1.0,2
00008008_017.png,A,True,False,30.6,2,4,0,2,4,0,2,1.0,1.0,2,0.0,,False,,0
00008008_017.png,B,True,False,13.2,8,4,0,4,0,0,4,0.5,0.0,8,0.0,,False,,0
00008008_017.png,C,True,False,10.8,6,4,0,2,0,0,2,0.3333,0.0,6,0.0,,False,1.0,3
00028223_000.png,A,True,False,31.0,1,1,0,1,1,0,1,1.0,1.0,1,0.0,,False,,0
00028223_000.png,B,True,False,9.7,3,1,0,2,0,0,2,0.6667,0.0,3,0.0,,False,,0
00028223_000.png,C,True,False,9.4,2,1,0,1,0,0,1,0.5,0.0,2,0.0,,False,1.0,1
00002437_000.png,A,True,False,29.9,4,3,0,4,3,0,4,1.0,1.0,4,0.0,,False,,0
00002437_000.png,B,True,False,12.8,10,3,0,8,1,0,8,0.8,0.3333,10,0.0,,False,,0
00002437_000.png,C,True,False,11.9,8,3,0,5,0,0,5,0.625,0.0,8,0.0,,False,1.0,3
00000733_003.png,A,True,False,30.1,2,2,1,2,2,0,2,1.0,1.0,2,0.0,0.0,,,0
00000733_003.png,B,True,False,14.8,4,2,1,2,0,0,2,0.5,0.0,3,0.25,1.0,,,0
00000733_003.png,C,True,False,15.6,4,2,1,2,0,0,2,0.5,0.0,3,0.25,1.0,,0.0,2
00029636_000.png,A,True,False,28.3,0,1,0,0,1,0,0,0.0,1.0,0,,,True,,0
00029636_000.png,B,True,False,9.3,3,1,0,2,0,0,2,0.6667,0.0,3,0.0,,False,,0
00029636_000.png,C,True,False,9.4,3,1,0,2,0,0,2,0.6667,0.0,3,0.0,,False,0.0,1
00028705_000.png,A,True,False,30.5,1,2,0,0,1,0,0,0.0,0.5,1,0.0,,False,,0
00028705_000.png,B,True,False,10.4,3,2,0,1,0,0,1,0.3333,0.0,3,0.0,,False,,0
00028705_000.png,C,True,False,10.7,3,2,0,1,0,0,1,0.3333,0.0,3,0.0,,False,1.0,2
00029308_000.png,A,True,False,28.2,1,0,0,1,0,0,1,1.0,,1,0.0,,False,,0
00029308_000.png,B,True,False,10.7,5,0,0,5,0,0,5,1.0,,5,0.0,,False,,0
00029308_000.png,C,True,False,10.6,5,0,0,5,0,0,5,1.0,,5,0.0,,False,,0
00011391_013.png,A,True,False,33.2,4,3,1,3,2,0,3,0.75,0.6667,4,0.0,0.0,,,0
00011391_013.png,B,True,False,12.7,8,3,1,5,0,0,5,0.625,0.0,7,0.125,1.0,,,0
00011391_013.png,C,True,False,11.3,8,3,1,5,0,0,5,0.625,0.0,7,0.125,1.0,,1.0,2
00016291_055.png,A,True,False,33.2,4,3,1,3,2,0,3,0.75,0.6667,4,0.0,0.0,,,0
00016291_055.png,B,True,False,13.1,8,3,1,5,0,0,5,0.625,0.0,7,0.125,1.0,,,0
00016291_055.png,C,True,False,10.9,6,3,1,3,0,0,3,0.5,0.0,5,0.1667,1.0,,1.0,2
00027726_057.png,A,True,False,30.6,3,3,1,2,2,0,2,0.6667,0.6667,3,0.0,0.0,,,0
00027726_057.png,B,True,False,11.1,4,3,1,1,0,0,1,0.25,0.0,3,0.25,1.0,,,0
00027726_057.png,C,True,False,10.4,4,3,1,1,0,0,1,0.25,0.0,3,0.25,1.0,,1.0,3
00028879_000.png,A,True,False,35.0,0,1,0,0,1,0,0,0.0,1.0,0,,,True,,0
00028879_000.png,B,True,False,9.1,5,1,0,4,0,0,4,0.8,0.0,5,0.0,,False,,0
00028879_000.png,C,True,False,10.9,4,1,0,3,0,0,3,0.75,0.0,4,0.0,,False,1.0,1
00012045_006.png,A,True,False,28.9,1,3,2,0,2,0,0,0.0,0.6667,1,0.0,0.0,,,0
00012045_006.png,B,True,False,11.5,6,3,2,3,0,1,2,0.5,0.0,4,0.3333,1.0,,,0
00012045_006.png,C,True,False,11.0,5,3,2,2,0,1,1,0.4,0.0,3,0.4,1.0,,1.0,3
00005089_048.png,A,True,False,34.3,1,2,3,1,2,0,1,1.0,1.0,1,0.0,0.0,,,0
00005089_048.png,B,True,False,13.4,5,2,3,3,0,0,3,0.6,0.0,4,0.2,0.3333,,,0
00005089_048.png,C,True,False,10.8,4,2,3,2,0,0,2,0.5,0.0,3,0.25,0.3333,,1.0,2
00001006_012.png,A,True,False,33.2,7,4,0,4,1,0,4,0.5714,0.25,7,0.0,,False,,0
00001006_012.png,B,True,False,9.7,5,4,0,1,0,0,1,0.2,0.0,5,0.0,,False,,0
00001006_012.png,C,True,False,10.1,4,4,0,0,0,0,0,0.0,0.0,4,0.0,,False,1.0,4
00017188_000.png,A,True,False,35.5,1,1,1,0,0,0,0,0.0,0.0,1,0.0,0.0,,,0
00017188_000.png,B,True,False,10.9,4,1,1,3,0,1,2,0.75,0.0,3,0.25,1.0,,,0
00017188_000.png,C,True,False,10.0,3,1,1,2,0,1,1,0.6667,0.0,2,0.3333,1.0,,1.0,1
00015530_114.png,A,True,False,29.3,1,2,1,1,2,0,1,1.0,1.0,1,0.0,0.0,,,0
00015530_114.png,B,True,False,10.9,8,2,1,6,0,0,6,0.75,0.0,8,0.0,0.0,,,0
00015530_114.png,C,True,False,9.9,5,2,1,3,0,0,3,0.6,0.0,5,0.0,0.0,,1.0,1
00015646_055.png,A,True,False,34.2,7,1,1,6,0,0,6,0.8571,0.0,6,0.1429,1.0,,,0
00015646_055.png,B,True,False,12.5,10,1,1,9,0,0,9,0.9,0.0,9,0.1,1.0,,,0
00015646_055.png,C,True,False,13.4,10,1,1,9,0,0,9,0.9,0.0,9,0.1,1.0,,1.0,1
00030635_007.png,A,True,False,30.7,3,3,3,1,1,0,1,0.3333,0.3333,1,0.6667,0.6667,,,0
00030635_007.png,B,True,False,14.9,5,3,3,2,0,0,2,0.4,0.0,2,0.6,1.0,,,0
00030635_007.png,C,True,False,10.2,5,3,3,2,0,0,2,0.4,0.0,2,0.6,1.0,,1.0,3
00020408_014.png,A,True,False,30.9,6,4,4,2,0,1,1,0.3333,0.0,2,0.6667,1.0,,,0
00020408_014.png,B,True,False,10.1,6,4,4,2,0,1,1,0.3333,0.0,2,0.6667,1.0,,,0
00020408_014.png,C,True,False,10.1,4,4,4,0,0,0,0,0.0,0.0,1,0.75,0.75,,1.0,4
00017981_031.png,A,True,False,29.9,3,2,1,2,1,0,2,0.6667,0.5,3,0.0,0.0,,,0
00017981_031.png,B,True,False,11.6,6,2,1,4,0,0,4,0.6667,0.0,5,0.1667,1.0,,,0
00017981_031.png,C,True,False,8.9,2,2,1,0,0,0,0,0.0,0.0,1,0.5,1.0,,1.0,2
00020429_001.png,A,True,False,42.7,2,1,0,1,0,0,1,0.5,0.0,2,0.0,,False,,0
00020429_001.png,B,True,False,12.4,5,1,0,4,0,0,4,0.8,0.0,5,0.0,,False,,0
00020429_001.png,C,True,False,10.4,4,1,0,3,0,0,3,0.75,0.0,4,0.0,,False,1.0,1
00011391_044.png,A,True,False,32.2,3,2,2,2,1,0,2,0.6667,0.5,2,0.3333,0.5,,,0
00011391_044.png,B,True,False,9.6,6,2,2,4,0,0,4,0.6667,0.0,4,0.3333,1.0,,,0
00011391_044.png,C,True,False,9.0,4,2,2,2,0,0,2,0.5,0.0,2,0.5,1.0,,1.0,2
00008295_009.png,A,True,False,31.2,0,2,0,0,2,0,0,0.0,1.0,0,,,True,,0
00008295_009.png,B,True,False,11.1,2,2,0,0,0,0,0,0.0,0.0,2,0.0,,False,,0
00008295_009.png,C,True,False,9.8,2,2,0,0,0,0,0,0.0,0.0,2,0.0,,False,1.0,2
00026078_009.png,A,True,False,36.9,0,0,0,0,0,0,0,0.0,,0,,,True,,0
00026078_009.png,B,True,False,10.7,4,0,0,4,0,0,4,1.0,,4,0.0,,False,,0
00026078_009.png,C,True,False,13.6,6,0,0,6,0,0,6,1.0,,6,0.0,,False,,0
00022727_000.png,A,True,False,33.0,4,6,2,1,3,0,1,0.25,0.5,3,0.25,0.5,,,0
00022727_000.png,B,True,False,14.1,11,6,2,5,0,0,5,0.4545,0.0,9,0.1818,1.0,,,0
00022727_000.png,C,True,False,12.1,6,6,2,0,0,0,0,0.0,0.0,4,0.3333,1.0,,1.0,6
00027726_025.png,A,True,False,32.4,3,2,1,2,1,0,2,0.6667,0.5,3,0.0,0.0,,,0
00027726_025.png,B,True,False,10.7,7,2,1,5,0,0,5,0.7143,0.0,6,0.1429,1.0,,,0
00027726_025.png,C,True,False,12.7,6,2,1,4,0,0,4,0.6667,0.0,5,0.1667,1.0,,1.0,2
00017504_043.png,A,True,False,31.7,3,3,1,2,2,0,2,0.6667,0.6667,3,0.0,0.0,,,0
00017504_043.png,B,True,False,13.5,7,3,1,4,0,0,4,0.5714,0.0,6,0.1429,1.0,,,0
00017504_043.png,C,True,False,11.2,4,3,1,1,0,0,1,0.25,0.0,3,0.25,1.0,,1.0,2
00007120_015.png,A,True,False,32.4,3,3,0,1,1,0,1,0.3333,0.3333,3,0.0,,False,,0
00007120_015.png,B,True,False,10.8,5,3,0,2,0,0,2,0.4,0.0,5,0.0,,False,,0
00007120_015.png,C,True,False,10.5,4,3,0,1,0,0,1,0.25,0.0,4,0.0,,False,1.0,2
00027028_002.png,A,True,False,32.1,0,0,1,0,0,0,0,0.0,,0,,0.0,,,0
00027028_002.png,B,True,False,10.4,4,0,1,4,0,1,3,1.0,,3,0.25,1.0,,,0
00027028_002.png,C,True,False,9.5,4,0,1,4,0,1,3,1.0,,3,0.25,1.0,,,0
00021277_008.png,A,True,False,35.4,5,3,0,3,1,0,3,0.6,0.3333,5,0.0,,False,,0
00021277_008.png,B,True,False,12.6,12,3,0,9,0,0,9,0.75,0.0,12,0.0,,False,,0
00021277_008.png,C,True,False,9.6,5,3,0,2,0,0,2,0.4,0.0,5,0.0,,False,1.0,1
00010936_012.png,A,True,False,31.5,2,3,3,1,2,0,1,0.5,0.6667,1,0.5,0.3333,,,0
00010936_012.png,B,True,False,13.8,3,3,3,0,0,0,0,0.0,0.0,0,1.0,1.0,,,0
00010936_012.png,C,True,False,11.8,3,3,3,0,0,0,0,0.0,0.0,0,1.0,1.0,,1.0,3
00012892_012.png,A,True,False,30.1,2,2,1,0,0,0,0,0.0,0.0,1,0.5,1.0,,,0
00012892_012.png,B,True,False,10.1,5,2,1,3,0,0,3,0.6,0.0,4,0.2,1.0,,,0
00012892_012.png,C,True,False,9.1,3,2,1,1,0,0,1,0.3333,0.0,2,0.3333,1.0,,1.0,2
00030229_000.png,A,True,False,28.1,0,2,0,0,2,0,0,0.0,1.0,0,,,True,,0
00030229_000.png,B,True,False,11.1,8,2,0,6,0,0,6,0.75,0.0,8,0.0,,False,,0
00030229_000.png,C,True,False,11.4,7,2,0,5,0,0,5,0.7143,0.0,7,0.0,,False,1.0,2
00030075_000.png,A,True,False,28.0,0,0,0,0,0,0,0,0.0,,0,,,True,,0
00030075_000.png,B,True,False,14.0,4,0,0,4,0,0,4,1.0,,4,0.0,,False,,0
00030075_000.png,C,True,False,14.1,4,0,0,4,0,0,4,1.0,,4,0.0,,False,,0
00029779_000.png,A,True,False,30.0,0,0,0,0,0,0,0,0.0,,0,,,True,,0
00029779_000.png,B,True,False,11.7,7,0,0,7,0,0,7,1.0,,7,0.0,,False,,0
00029779_000.png,C,True,False,11.9,7,0,0,7,0,0,7,1.0,,7,0.0,,False,,0
00013615_019.png,A,True,False,34.8,0,1,1,0,1,0,0,0.0,1.0,0,,0.0,,,0
00013615_019.png,B,True,False,10.0,4,1,1,3,0,0,3,0.75,0.0,3,0.25,1.0,,,0
00013615_019.png,C,True,False,9.7,3,1,1,2,0,0,2,0.6667,0.0,2,0.3333,1.0,,1.0,1
