class,threshold
Atelectasis,0.6828910112380981
Cardiomegaly,0.6829967498779297
Consolidation,0.7606506943702698
Edema,0.7725306749343872
Effusion,0.7070003151893616
Emphysema,0.7116313576698303
Fibrosis,0.6036982536315918
Hernia,0.47505733370780945
Infiltration,0.5671576261520386
Mass,0.7212526202201843
Nodule,0.6706082820892334
Pleural_Thickening,0.7273949384689331
Pneumonia,0.6320486664772034
Pneumothorax,0.7864589095115662
