model,fold,auroc,minutes,Atelectasis,Cardiomegaly,Consolidation,Edema,Effusion,Emphysema,Fibrosis,Hernia,Infiltration,Mass,Nodule,Pleural_Thickening,Pneumonia,Pneumothorax
densenet121_imagenet,0,0.7587337916222324,25.7,0.768396686159844,0.7746947496947496,0.7444641991272022,0.8654545454545455,0.7991140675337072,0.8395624430264357,0.742879746835443,0.8391420911528149,0.6894059541775277,0.6805883742911154,0.659557497572479,0.7419684878248415,0.6304054054054054,0.8466388344551419
densenet121_imagenet,1,0.7470946352666104,20.6,0.7823987677360111,0.805067155067155,0.813205405963066,0.8534753932014205,0.7919373379314032,0.8207110300820419,0.606494543518765,0.7322013702710753,0.681787892477976,0.7377151799687011,0.6509788167673551,0.777342620580891,0.5963963963963964,0.8096129837702871
densenet121_imagenet,2,0.7639524533249232,22.0,0.7332109327680195,0.7591745450848836,0.7568857722203448,0.814276088938211,0.8353840099204729,0.8872169877654339,0.7516399125379979,0.9440966010733453,0.6882248196511733,0.7194025157232704,0.6557107140679309,0.6488733614992959,0.6696546452644014,0.8315834400341442
densenet121_imagenet,3,0.7217173981191239,21.9,0.7685336502748478,0.7265604596500392,0.7260959920831273,0.7580409067531748,0.8288115876768358,0.8184578020643595,0.6501996273622571,0.6449210604706582,0.6659843599945122,0.6852463067229116,0.6614223877996811,0.7722007722007722,0.5450509814801969,0.8525176791343614
densenet121_imagenet,4,0.7723753286353784,19.8,0.7825700947962311,0.7971804246941359,0.7898994592767826,0.8630256430581427,0.8248763819095476,0.827759140659415,0.632659591488454,0.9879248658318426,0.6693610533610533,0.7537943925233644,0.6054101348888079,0.7615101289134439,0.7329271961492179,0.7843560933448575
